"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Skill
Communication and Media Studies.,Skill
"Communication, General.",Skill
Speech Communication and Rhetoric.,Skill
Mass Communication/Media Studies.,Skill
"Communication and Media Studies, Other.",Skill
Journalism.,Skill
Journalism.,Skill
Broadcast Journalism.,Skill
Photojournalism.,Skill
"Journalism, Other.",Skill
"Radio, Television, and Digital Communication.",Skill
Radio and Television.,Skill
Digital Communication and Media/Multimedia.,Skill
"Radio, Television, and Digital Communication, Other.",Skill
"Public Relations, Advertising, and Applied Communication.",Skill
"Public Relations, Advertising, and Applied Communication.",Skill
"Organizational Communication, General.",Skill
Public Relations/Image Management.,Skill
Advertising.,Skill
Political Communication.,Skill
Health Communication.,Skill
Sports Communication.,Skill
International and Intercultural Communication.,Skill
Technical and Scientific Communication.,Skill
"Public Relations, Advertising, and Applied Communication, Other",Skill
Publishing.,Skill
Publishing.,Skill
"Communication, Journalism, and Related Programs, Other.",Skill
"Communication, Journalism, and Related Programs, Other.",Skill
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Skill
Communications Technology/Technician.,Skill
Communications Technology/Technician.,Skill
Audiovisual Communications Technologies/Technicians.,Skill
Photographic and Film/Video Technology/Technician and Assistant.,Skill
Radio and Television Broadcasting Technology/Technician.,Skill
Recording Arts Technology/Technician.,Skill
"Audiovisual Communications Technologies/Technicians, Other.",Skill
Graphic Communications.,Skill
"Graphic Communications, General.",Skill
Printing Management.,Skill
Prepress/Desktop Publishing and Digital Imaging Design.,Skill
"Animation, Interactive Technology, Video Graphics and Special Effects.",Skill
"Graphic and Printing Equipment Operator, General Production.",Skill
Platemaker/Imager.,Skill
Printing Press Operator.,Skill
Computer Typography and Composition Equipment Operator.,Skill
"Graphic Communications, Other.",Skill
"Communications Technologies/Technicians and Support Services, Other.",Skill
"Communications Technologies/Technicians and Support Services, Other.",Skill
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,Skill
"Computer and Information Sciences, General.",Skill
"Computer and Information Sciences, General.",Skill
Artificial Intelligence.,Skill
Information Technology.,Skill
Informatics.,Skill
"Computer and Information Sciences,  Other.",Skill
Computer Programming.,Skill
"Computer Programming/Programmer, General.",Skill
"Computer Programming, Specific Applications.",Skill
"Computer Programming, Vendor/Product Certification.",Skill
"Computer Programming, Other.",Skill
Data Processing.,Skill
Data Processing and Data Processing Technology/Technician.,Skill
Information Science/Studies.,Skill
Information Science/Studies.,Skill
Computer Systems Analysis.,Skill
Computer Systems Analysis/Analyst.,Skill
Data Entry/Microcomputer Applications.,Skill
"Data Entry/Microcomputer Applications, General.",Skill
Word Processing.,Skill
"Data Entry/Microcomputer Applications, Other.",Skill
Computer Science.,Skill
Computer Science.,Skill
Computer Software and Media Applications.,Skill
"Web Page, Digital/Multimedia and Information Resources Design.",Skill
Data Modeling/Warehousing and Database Administration.,Skill
Computer Graphics.,Skill
"Modeling, Virtual Environments and Simulation.",Skill
"Computer Software and Media Applications, Other.",Skill
Computer Systems Networking and Telecommunications.,Skill
Computer Systems Networking and Telecommunications.,Skill
Computer/Information Technology Administration and Management.,Skill
Network and System Administration/Administrator.,Skill
"System, Networking, and LAN/WAN Management/Manager.",Skill
Computer and Information Systems Security/Information Assurance.,Skill
Web/Multimedia Management and Webmaster.,Skill
Information Technology Project Management.,Skill
Computer Support Specialist.,Skill
"Computer/Information Technology Services Administration and Management, Other.",Skill
"Computer and Information Sciences and Support Services, Other.",Skill
"Computer and Information Sciences and Support Services, Other.",Skill
PERSONAL AND CULINARY SERVICES.,Skill
Funeral Service and Mortuary Science.,Skill
"Funeral Service and Mortuary Science, General.",Skill
Funeral Direction/Service.,Skill
Mortuary Science and Embalming/Embalmer.,Skill
"Funeral Service and Mortuary Science, Other.",Skill
Cosmetology and Related Personal Grooming Services.,Skill
"Cosmetology/Cosmetologist, General.",Skill
Barbering/Barber.,Skill
Electrolysis/Electrology and Electrolysis Technician.,Skill
Make-Up Artist/Specialist.,Skill
Hair Styling/Stylist and Hair Design.,Skill
Facial Treatment Specialist/Facialist.,Skill
Aesthetician/Esthetician and Skin Care Specialist.,Skill
Nail Technician/Specialist and Manicurist.,Skill
Permanent Cosmetics/Makeup and Tattooing.,Skill
Salon/Beauty Salon Management/Manager.,Skill
"Cosmetology, Barber/Styling, and Nail Instructor.",Skill
Master Aesthetician/Esthetician.,Skill
"Cosmetology and Related Personal Grooming Arts, Other.",Skill
Culinary Arts and Related Services.,Skill
"Cooking and Related Culinary Arts, General.",Skill
Baking and Pastry Arts/Baker/Pastry Chef.,Skill
Bartending/Bartender.,Skill
Culinary Arts/Chef Training.,Skill
"Restaurant, Culinary, and Catering Management/Manager.",Skill
Food Preparation/Professional Cooking/Kitchen Assistant.,Skill
Meat Cutting/Meat Cutter.,Skill
"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",Skill
Institutional Food Workers.,Skill
Culinary Science/Culinology.,Skill
Wine Steward/Sommelier.,Skill
"Culinary Arts and Related Services, Other.",Skill
"Personal and Culinary Services, Other.",Skill
"Personal and Culinary Services, Other.",Skill
EDUCATION.,Skill
"Education, General.",Skill
"Education, General.",Skill
"Bilingual, Multilingual, and Multicultural Education.",Skill
Bilingual and Multilingual Education.,Skill
Multicultural Education.,Skill
Indian/Native American Education.,Skill
"Bilingual, Multilingual, and Multicultural Education, Other.",Skill
Curriculum and Instruction.,Skill
Curriculum and Instruction.,Skill
Educational Administration and Supervision.,Skill
"Educational Leadership and Administration, General.",Skill
Administration of Special Education.,Skill
Adult and Continuing Education Administration.,Skill
"Educational, Instructional, and Curriculum Supervision.",Skill
Higher Education/Higher Education Administration.,Skill
Community College Education.,Skill
Elementary and Middle School Administration/Principalship.,Skill
Secondary School Administration/Principalship.,Skill
Urban Education and Leadership.,Skill
Superintendency and Educational System Administration.,Skill
"Educational Administration and Supervision, Other.",Skill
Educational/Instructional Media Design.,Skill
Educational/Instructional Technology.,Skill
"Educational Assessment, Evaluation, and Research.",Skill
Educational Evaluation and Research.,Skill
Educational Statistics and Research Methods.,Skill
"Educational Assessment, Testing, and Measurement.",Skill
Learning Sciences.,Skill
"Educational Assessment, Evaluation, and Research, Other.",Skill
International and Comparative Education.,Skill
International and Comparative Education.,Skill
Social and Philosophical Foundations of Education.,Skill
Social and Philosophical Foundations of Education.,Skill
Special Education and Teaching.,Skill
"Special Education and Teaching, General.",Skill
Education/Teaching of Individuals with Hearing Impairments Including Deafness.,Skill
Education/Teaching of the Gifted and Talented.,Skill
Education/Teaching of Individuals with Emotional Disturbances.,Skill
Education/Teaching of Individuals with Mental Retardation.,Skill
Education/Teaching of Individuals with Multiple Disabilities.,Skill
Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments.,Skill
Education/Teaching of Individuals with Vision Impairments Including Blindness.,Skill
Education/Teaching of Individuals with Specific Learning Disabilities.,Skill
Education/Teaching of Individuals with Speech or Language Impairments.,Skill
Education/Teaching of Individuals with Autism.,Skill
Education/Teaching of Individuals Who are Developmentally Delayed.,Skill
Education/Teaching of Individuals in Early Childhood Special Education Programs.,Skill
Education/Teaching of Individuals with Traumatic Brain Injuries.,Skill
Education/Teaching of Individuals in Elementary Special Education Programs.,Skill
Education/Teaching of Individuals in Junior High/Middle School Special Education Programs.,Skill
Education/Teaching of Individuals in Secondary Special Education Programs.,Skill
"Special Education and Teaching, Other.",Skill
Student Counseling and Personnel Services.,Skill
Counselor Education/School Counseling and Guidance Services.,Skill
College Student Counseling and Personnel Services.,Skill
"Student Counseling and Personnel Services, Other.",Skill
"Teacher Education and Professional Development, Specific Levels and Methods.",Skill
Adult and Continuing Education and Teaching.,Skill
Elementary Education and Teaching.,Skill
Junior High/Intermediate/Middle School Education and Teaching.,Skill
Secondary Education and Teaching.,Skill
"Teacher Education, Multiple Levels.",Skill
Montessori Teacher Education.,Skill
Waldorf/Steiner Teacher Education.,Skill
Kindergarten/Preschool Education and Teaching.,Skill
Early Childhood Education and Teaching.,Skill
"Teacher Education and Professional Development, Specific Levels and Methods, Other.",Skill
"Teacher Education and Professional Development, Specific Subject Areas.",Skill
Agricultural Teacher Education.,Skill
Art Teacher Education.,Skill
Business Teacher Education.,Skill
Driver and Safety Teacher Education.,Skill
English/Language Arts Teacher Education.,Skill
Foreign Language Teacher  Education.,Skill
Health Teacher Education.,Skill
Family and Consumer Sciences/Home Economics Teacher Education.,Skill
Technology Teacher Education/Industrial Arts Teacher Education.,Skill
Sales and Marketing Operations/Marketing and Distribution   Teacher Education.,Skill
Mathematics Teacher Education.,Skill
Music Teacher Education.,Skill
Physical Education Teaching and Coaching.,Skill
Reading Teacher Education.,Skill
Science Teacher Education/General Science Teacher Education.,Skill
Social Science Teacher Education.,Skill
Social Studies Teacher Education.,Skill
Technical Teacher Education.,Skill
Trade and Industrial Teacher Education.,Skill
Computer Teacher Education.,Skill
Biology Teacher Education.,Skill
Chemistry Teacher Education.,Skill
Drama and Dance Teacher Education.,Skill
French Language Teacher Education.,Skill
German Language Teacher Education.,Skill
Health Occupations Teacher Education.,Skill
History Teacher Education.,Skill
Physics Teacher Education.,Skill
Spanish Language Teacher Education.,Skill
Speech Teacher Education.,Skill
Geography Teacher Education.,Skill
Latin Teacher Education.,Skill
School Librarian/School Library Media Specialist.,Skill
Psychology Teacher Education.,Skill
Earth Science Teacher Education.,Skill
Environmental Education.,Skill
"Teacher Education and Professional Development, Specific Subject Areas, Other.",Skill
Teaching English or French as a Second or Foreign Language.,Skill
Teaching English as a Second or Foreign Language/ESL Language Instructor.,Skill
Teaching French as a Second or Foreign Language.,Skill
"Teaching English or French as a Second or Foreign Language, Other.",Skill
Teaching Assistants/Aides.,Skill
Teacher Assistant/Aide.,Skill
Adult Literacy Tutor/Instructor.,Skill
"Teaching Assistants/Aides, Other.",Skill
"Education, Other.",Skill
"Education, Other.",Skill
ENGINEERING.,Skill
"Engineering, General.",Skill
"Engineering, General.",Skill
Pre-Engineering.,Skill
"Aerospace, Aeronautical and Astronautical Engineering.",Skill
"Aerospace, Aeronautical and Astronautical/Space Engineering.",Skill
Agricultural Engineering.,Skill
Agricultural Engineering.,Skill
Architectural Engineering.,Skill
Architectural Engineering.,Skill
Biomedical/Medical Engineering.,Skill
Bioengineering and Biomedical Engineering.,Skill
Ceramic Sciences and Engineering.,Skill
Ceramic Sciences and Engineering.,Skill
Chemical Engineering.,Skill
Chemical Engineering.,Skill
Chemical and Biomolecular Engineering.,Skill
"Chemical Engineering, Other.",Skill
Civil Engineering.,Skill
"Civil Engineering, General.",Skill
Geotechnical and Geoenvironmental Engineering.,Skill
Structural Engineering.,Skill
Transportation and Highway Engineering.,Skill
Water Resources Engineering.,Skill
"Civil Engineering, Other.",Skill
Computer Engineering.,Skill
"Computer Engineering, General.",Skill
Computer Hardware Engineering.,Skill
Computer Software Engineering.,Skill
"Computer Engineering, Other.",Skill
"Electrical, Electronics and Communications Engineering.",Skill
Electrical and Electronics Engineering,Skill
Laser and Optical Engineering.,Skill
Telecommunications Engineering.,Skill
"Electrical, Electronics and Communications Engineering, Other.",Skill
Engineering Mechanics.,Skill
Engineering Mechanics.,Skill
Engineering Physics.,Skill
Engineering Physics/Applied Physics.,Skill
Engineering Science.,Skill
Engineering Science.,Skill
Environmental/Environmental Health Engineering.,Skill
Environmental/Environmental Health Engineering.,Skill
Materials Engineering,Skill
Materials Engineering.,Skill
Mechanical Engineering.,Skill
Mechanical Engineering.,Skill
Metallurgical Engineering.,Skill
Metallurgical Engineering.,Skill
Mining and Mineral Engineering.,Skill
Mining and Mineral Engineering.,Skill
Naval Architecture and Marine Engineering.,Skill
Naval Architecture and Marine Engineering.,Skill
Nuclear Engineering.,Skill
Nuclear Engineering.,Skill
Ocean Engineering.,Skill
Ocean Engineering.,Skill
Petroleum Engineering.,Skill
Petroleum Engineering.,Skill
Systems Engineering.,Skill
Systems Engineering.,Skill
Textile Sciences and Engineering.,Skill
Textile Sciences and Engineering.,Skill
Materials Science.,Skill
Materials Science.,Skill
Polymer/Plastics Engineering.,Skill
Polymer/Plastics Engineering.,Skill
Construction Engineering.,Skill
Construction Engineering.,Skill
Forest Engineering.,Skill
Forest Engineering.,Skill
Industrial Engineering.,Skill
Industrial Engineering.,Skill
Manufacturing Engineering.,Skill
Manufacturing Engineering.,Skill
Operations Research.,Skill
Operations Research.,Skill
Surveying Engineering.,Skill
Surveying Engineering.,Skill
Geological/Geophysical Engineering.,Skill
Geological/Geophysical Engineering.,Skill
Paper Science and Engineering.,Skill
Paper Science and Engineering.,Skill
Electromechanical Engineering.,Skill
Electromechanical Engineering.,Skill
"Mechatronics, Robotics, and Automation Engineering.",Skill
"Mechatronics, Robotics, and Automation Engineering.",Skill
Biochemical Engineering.,Skill
Biochemical Engineering.,Skill
Engineering Chemistry.,Skill
Engineering Chemistry.,Skill
Biological/Biosystems Engineering.,Skill
Biological/Biosystems Engineering.,Skill
"Engineering, Other.",Skill
"Engineering, Other.",Skill
ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,Skill
"Engineering Technology, General.",Skill
"Engineering Technology, General.",Skill
Architectural Engineering Technologies/Technicians.,Skill
Architectural Engineering Technology/Technician.,Skill
Civil Engineering Technologies/Technicians.,Skill
Civil Engineering Technology/Technician.,Skill
Electrical Engineering Technologies/Technicians.,Skill
"Electrical, Electronic and Communications Engineering Technology/Technician.",Skill
Laser and Optical Technology/Technician.,Skill
Telecommunications Technology/Technician.,Skill
Integrated Circuit Design.,Skill
"Electrical and Electronic Engineering Technologies/Technicians, Other.",Skill
Electromechanical Instrumentation and Maintenance Technologies/Technicians.,Skill
Biomedical Technology/Technician.,Skill
Electromechanical Technology/Electromechanical Engineering Technology.,Skill
Instrumentation Technology/Technician.,Skill
Robotics Technology/Technician.,Skill
Automation Engineer Technology/Technician.,Skill
"Electromechanical and Instrumentation and Maintenance Technologies/Technicians, Other.",Skill
Environmental Control Technologies/Technicians.,Skill
"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician.",Skill
Energy Management and Systems Technology/Technician.,Skill
Solar Energy Technology/Technician.,Skill
Water Quality and Wastewater Treatment Management and Recycling Technology/Technician.,Skill
Environmental Engineering Technology/Environmental Technology.,Skill
Hazardous Materials Management and Waste Technology/Technician.,Skill
"Environmental Control Technologies/Technicians, Other.",Skill
Industrial Production Technologies/Technicians.,Skill
Plastics and Polymer Engineering Technology/Technician.,Skill
Metallurgical Technology/Technician.,Skill
Industrial Technology/Technician.,Skill
Manufacturing Engineering Technology/Technician.,Skill
Welding Engineering Technology/Technician.,Skill
Chemical Engineering Technology/Technician.,Skill
Semiconductor Manufacturing Technology.,Skill
"Industrial Production Technologies/Technicians, Other.",Skill
Quality Control and Safety Technologies/Technicians.,Skill
Occupational Safety and Health Technology/Technician.,Skill
Quality Control Technology/Technician.,Skill
Industrial Safety Technology/Technician.,Skill
Hazardous Materials Information Systems Technology/Technician.,Skill
"Quality Control and Safety Technologies/Technicians, Other.",Skill
Mechanical Engineering Related Technologies/Technicians.,Skill
Aeronautical/Aerospace Engineering Technology/Technician.,Skill
Automotive Engineering Technology/Technician.,Skill
Mechanical Engineering/Mechanical Technology/Technician.,Skill
"Mechanical Engineering Related Technologies/Technicians, Other.",Skill
Mining and Petroleum Technologies/Technicians.,Skill
Mining Technology/Technician.,Skill
Petroleum Technology/Technician.,Skill
"Mining and Petroleum Technologies/Technicians, Other.",Skill
Construction Engineering Technologies.,Skill
Construction Engineering Technology/Technician.,Skill
Engineering-Related Technologies.,Skill
Surveying Technology/Surveying.,Skill
Hydraulics and Fluid Power Technology/Technician.,Skill
"Engineering-Related Technologies, Other.",Skill
Computer Engineering Technologies/Technicians.,Skill
Computer Engineering Technology/Technician.,Skill
Computer Technology/Computer Systems Technology.,Skill
Computer Hardware Technology/Technician.,Skill
Computer Software Technology/Technician.,Skill
"Computer Engineering Technologies/Technicians, Other.",Skill
Drafting/Design Engineering Technologies/Technicians.,Skill
"Drafting and Design Technology/Technician, General.",Skill
CAD/CADD Drafting and/or Design Technology/Technician.,Skill
Architectural Drafting and Architectural CAD/CADD.,Skill
Civil Drafting and Civil Engineering CAD/CADD.,Skill
Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD.,Skill
Mechanical Drafting and Mechanical Drafting CAD/CADD.,Skill
"Drafting/Design Engineering Technologies/Technicians, Other.",Skill
Nuclear Engineering Technologies/Technicians.,Skill
Nuclear Engineering Technology/Technician.,Skill
Engineering-Related Fields.,Skill
Engineering/Industrial Management.,Skill
Engineering Design.,Skill
Packaging Science.,Skill
"Engineering-Related Fields, Other.",Skill
Nanotechnology.,Skill
Nanotechnology.,Skill
"Engineering Technologies/Technicians, Other.",Skill
"Engineering Technologies and Engineering-Related Fields, Other.",Skill
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",Skill
"Linguistic, Comparative, and Related Language Studies and Services.",Skill
"Foreign Languages and Literatures, General.",Skill
Linguistics.,Skill
Language Interpretation and Translation.,Skill
Comparative Literature.,Skill
Applied Linguistics.,Skill
"Linguistic, Comparative, and Related Language Studies and Services, Other.",Skill
"African Languages, Literatures, and Linguistics.",Skill
"African Languages, Literatures, and Linguistics.",Skill
"East Asian Languages, Literatures, and Linguistics.",Skill
"East Asian Languages, Literatures, and Linguistics, General.",Skill
Chinese Language and Literature.,Skill
Japanese Language and Literature.,Skill
Korean Language and Literature.,Skill
Tibetan Language and Literature.,Skill
"East Asian Languages, Literatures, and Linguistics, Other.",Skill
"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",Skill
"Slavic Languages, Literatures, and Linguistics, General.",Skill
"Baltic Languages, Literatures, and Linguistics.",Skill
Russian Language and Literature.,Skill
Albanian Language and Literature.,Skill
Bulgarian Language and Literature.,Skill
Czech Language and Literature.,Skill
Polish Language and Literature.,Skill
"Bosnian, Serbian, and Croatian Languages and Literatures.",Skill
Slovak Language and Literature.,Skill
Ukrainian Language and Literature.,Skill
"Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other.",Skill
"Germanic Languages, Literatures, and Linguistics.",Skill
"Germanic Languages, Literatures, and Linguistics, General.",Skill
German Language and Literature.,Skill
"Scandinavian Languages, Literatures, and Linguistics.",Skill
Danish Language and Literature.,Skill
Dutch/Flemish Language and Literature.,Skill
Norwegian Language and Literature.,Skill
Swedish Language and Literature.,Skill
"Germanic Languages, Literatures, and Linguistics, Other.",Skill
Modern Greek Language and Literature.,Skill
Modern Greek Language and Literature.,Skill
"South Asian Languages, Literatures, and Linguistics.",Skill
"South Asian Languages, Literatures, and Linguistics, General.",Skill
Hindi Language and Literature.,Skill
"Sanskrit and Classical Indian Languages, Literatures, and Linguistics.",Skill
Bengali Language and Literature.,Skill
Punjabi Language and Literature.,Skill
Tamil Language and Literature.,Skill
Urdu Language and Literature.,Skill
"South Asian Languages, Literatures, and Linguistics, Other.",Skill
"Iranian/Persian Languages, Literatures, and Linguistics.",Skill
"Iranian Languages, Literatures, and Linguistics.",Skill
"Romance Languages, Literatures, and Linguistics.",Skill
"Romance Languages, Literatures, and Linguistics, General.",Skill
French Language and Literature.,Skill
Italian Language and Literature.,Skill
Portuguese Language and Literature.,Skill
Spanish Language and Literature.,Skill
Romanian Language and Literature.,Skill
Catalan Language and Literature.,Skill
"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",Skill
"Romance Languages, Literatures, and Linguistics, Other.",Skill
"American Indian/Native American Languages, Literatures, and Linguistics.",Skill
"American Indian/Native American Languages, Literatures, and Linguistics.",Skill
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",Skill
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General.",Skill
Arabic Language and Literature.,Skill
Hebrew Language and Literature.,Skill
"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.",Skill
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.",Skill
"Classics and Classical Languages, Literatures, and Linguistics.",Skill
"Classics and Classical Languages, Literatures, and Linguistics, General.",Skill
Ancient/Classical Greek Language and Literature.,Skill
Latin Language and Literature.,Skill
"Classics and Classical Languages, Literatures, and Linguistics, Other.",Skill
"Celtic Languages, Literatures, and Linguistics.",Skill
"Celtic Languages, Literatures, and Linguistics.",Skill
"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.",Skill
"Southeast Asian Languages, Literatures, and Linguistics, General.",Skill
"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.",Skill
Indonesian/Malay Languages and Literatures.,Skill
Burmese Language and Literature.,Skill
Filipino/Tagalog Language and Literature.,Skill
Khmer/Cambodian Language and Literature.,Skill
Lao Language and Literature.,Skill
Thai Language and Literature.,Skill
Vietnamese Language and Literature.,Skill
"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other.",Skill
"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics.",Skill
Turkish Language and Literature.,Skill
"Uralic Languages, Literatures, and Linguistics.",Skill
Hungarian/Magyar Language and Literature.,Skill
Mongolian Language and Literature.,Skill
"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other.",Skill
American Sign Language.,Skill
American Sign Language (ASL).,Skill
Linguistics of ASL and Other Sign Languages.,Skill
Sign Language Interpretation and Translation.,Skill
"American Sign Language, Other.",Skill
"Foreign Languages, Literatures, and Linguistics, Other.",Skill
"Foreign Languages, Literatures, and Linguistics, Other.",Skill
FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,Skill
Work and Family Studies.,Skill
Work and Family Studies.,Skill
"Family and Consumer Sciences/Human Sciences, General.",Skill
"Family and Consumer Sciences/Human Sciences, General.",Skill
Family and Consumer Sciences/Human Sciences Business Services.,Skill
